trayectoria,S_T
5690,892.582
5691,796.497
5692,1035.37
5693,1258.33
5694,862.79
5695,800.086
5696,1089.7
5697,1204.08
5698,1433.99
5699,1275.95
5700,915.654
5701,906.874
5702,1151.56
5703,1079.43
5704,1052.19
5705,872.154
5706,1018.09
5707,1421.06
5708,1072.39
5709,957.994
5710,1050.99
5711,1173.23
5712,892.34
5713,1306.44
5714,1610.88
5715,1076.84
5716,1579
5717,1045
5718,1290.95
5719,1014.25
5720,980.424
5721,1031.79
5722,983.211
5723,1192.26
5724,970.055
5725,805.303
5726,1191.4
5727,1057.94
5728,1255.96
5729,753.698
5730,947.302
5731,927.45
5732,918.377
5733,1045.01
5734,844.085
5735,1276.81
5736,808.776
5737,908.965
5738,983.341
5739,1138.92
5740,1325.23
5741,1163.91
5742,1006.92
5743,1057.06
5744,881.95
5745,821.484
5746,958.545
5747,883.228
5748,916.503
5749,1106.14
5750,890.041
5751,1096.35
5752,963.212
5753,1224.66
5754,979.966
5755,962.279
5756,967.17
5757,876.254
5758,1219.3
5759,842.737
5760,864.806
5761,906.481
5762,1358.52
5763,1427.57
5764,1204.98
5765,1067.05
5766,1224.06
5767,1050.09
5768,1057.69
5769,1199.07
5770,1239.12
5771,1435.75
5772,960.302
5773,1027.32
5774,1349.56
5775,1044.04
5776,929.329
5777,1216.22
5778,1255.35
5779,814.36
5780,1159.49
5781,764.779
5782,641.469
5783,1083.75
5784,1126.87
5785,1280.04
5786,878.288
5787,1106.08
5788,1056.52
5789,978.839
5790,1216.24
5791,1177.71
5792,1046.88
5793,830.73
5794,1135.55
5795,896.933
5796,993.671
5797,758.882
5798,759.838
5799,1161.73
5800,895.321
5801,1037.62
5802,972.255
5803,900.266
5804,938.441
5805,1157.74
5806,1424
5807,781.385
5808,1153.59
5809,874.796
5810,1305.13
5811,1662.92
5812,948.979
5813,994.294
5814,764.764
5815,1249
5816,803.261
5817,1031.49
5818,1171.61
5819,1222.17
5820,915.998
5821,907.442
5822,1009.79
5823,883.303
5824,792.903
5825,1062.36
5826,769.77
5827,1173.75
5828,1061.51
5829,1034.85
5830,1084.95
5831,840.685
5832,1230.32
5833,915.153
5834,1038.78
5835,1374.11
5836,820.159
5837,1101.35
5838,1355.86
5839,821.72
5840,1103.78
5841,1193.2
5842,1132.7
5843,697.055
5844,1119.38
5845,653.806
5846,1013.09
5847,1146.03
5848,1265.08
5849,1299.04
5850,904.535
5851,952.712
5852,996.987
5853,1266.82
5854,1140
5855,1242.83
5856,833.422
5857,796
5858,1106.7
5859,954.049
5860,1139.2
5861,856.599
5862,768.182
5863,1210.69
5864,793.523
5865,1100.71
5866,1177.65
5867,1297.9
5868,842.574
5869,923.712
5870,1211.06
5871,849.476
5872,974.209
5873,915.39
5874,725.005
5875,814.784
5876,1045.94
5877,1198.49
5878,816.714
5879,911.585
5880,834.388
5881,1380.39
5882,947.002
5883,773.686
5884,1169.02
5885,1107.01
5886,777.583
5887,905.836
5888,1233.65
5889,1108.67
5890,1097.45
5891,810.761
5892,1073.35
5893,991.115
5894,795.965
5895,1002.29
5896,645.21
5897,996.161
5898,1347.49
5899,1107.4
5900,1330.78
5901,729.093
5902,1240.79
5903,1372.15
5904,1345.41
5905,1013.11
5906,1004.96
5907,864.97
5908,992.406
5909,813.641
5910,946.057
5911,831.543
5912,982.526
5913,849.695
5914,1003.18
5915,1364.5
5916,823.438
5917,1097.91
5918,1030.11
5919,1189.96
5920,889.331
5921,918.466
5922,973.812
5923,710.246
5924,1084.14
5925,829.595
5926,1050.9
5927,1430.13
5928,1042.25
5929,1157.13
5930,821.318
5931,1023.78
5932,933.612
5933,1046.04
5934,1025.68
5935,752.233
5936,910.192
5937,1268.75
5938,929.941
5939,1406.65
5940,933.005
5941,843.731
5942,855.837
5943,1147.61
5944,1269.97
5945,1160.57
5946,1060.78
5947,1504.33
5948,859.872
5949,1052.43
5950,991.736
5951,1897.93
5952,752.676
5953,1266.83
5954,807.538
5955,1063.14
5956,818.884
5957,1195.3
5958,997.522
5959,1246.29
5960,1019.04
5961,1183.53
5962,1012.63
5963,859.692
5964,1296.71
5965,1075.53
5966,1135.84
5967,813.237
5968,933.411
5969,959.4
5970,1173.24
5971,821.543
5972,1113.84
5973,784.72
5974,841.28
5975,1254.58
5976,1290.99
5977,970.022
5978,1612.05
5979,963.014
5980,713.46
5981,683.707
5982,1244.05
5983,870.852
5984,1144.81
5985,977.338
5986,1053.34
5987,1092.02
5988,916.099
5989,1120.29
5990,1178.65
5991,1082.28
5992,1194.26
5993,1029.61
5994,1386.59
5995,1139.07
5996,1427.07
5997,1102.08
5998,821.638
5999,902.936
6000,1349.54
6001,697.933
6002,1233.54
6003,993.423
6004,1065.53
6005,877.007
6006,822.716
6007,1035.28
6008,900.779
6009,1013.73
6010,982.007
6011,729.742
6012,1107.65
6013,874.891
6014,917.775
6015,1326.37
6016,1096.77
6017,1081.77
6018,1123.74
6019,1079.36
6020,713.613
6021,1253.1
6022,857.856
6023,1448.71
6024,736.002
6025,832.7
6026,1017.9
6027,1140.65
6028,1290.12
6029,1146.77
6030,623.338
6031,1073.78
6032,1060.95
6033,1148.74
6034,1055.63
6035,1368.59
6036,773.728
6037,1021.61
6038,1265
6039,1453.56
6040,1048.74
6041,817.87
6042,861.623
6043,786.442
6044,788.565
6045,1110.01
6046,726.111
6047,1003.59
6048,1143.54
6049,954.188
6050,922.199
6051,1664.68
6052,1241.04
6053,948.685
6054,1284.83
6055,779.316
6056,1060.17
6057,880.332
6058,1046.16
6059,772.928
6060,1189.88
6061,883.483
6062,913.678
6063,1400.6
6064,1128
6065,1132.17
6066,985.397
6067,1370.31
6068,1540.87
6069,1561.91
6070,1232.53
6071,789.676
6072,1486.41
6073,1100
6074,1013.66
6075,1155.93
6076,911.996
6077,1020.16
6078,915.657
6079,1020.05
6080,859.294
6081,1193.38
6082,780.321
6083,1180.7
6084,1820.04
6085,956.808
6086,1035.86
6087,749.342
6088,1013.17
6089,848.858
6090,741.356
6091,914.97
6092,786.844
6093,1139.24
6094,916.688
6095,1253.06
6096,1448.13
6097,869.273
6098,897.847
6099,1014.5
6100,1282.76
6101,775.977
6102,916.048
6103,1019.8
6104,1159.56
6105,1184.05
6106,1083.72
6107,1007.39
6108,1149.47
6109,1088.57
6110,900.698
6111,953.667
6112,681.622
6113,1394.46
6114,1161.44
6115,1494.43
6116,1050.49
6117,921.219
6118,1020.88
6119,802.239
6120,808.612
6121,1270.75
6122,1162.82
6123,912.524
6124,1292.49
6125,1495.39
6126,717.166
6127,779.211
6128,1044.98
6129,1161.56
6130,1063.23
6131,928.203
6132,1213.4
6133,1346.47
6134,886.885
6135,915.082
6136,1042.51
6137,987.849
6138,920.815
6139,922.862
6140,1263.28
6141,983.545
6142,1084.07
6143,1170.49
6144,976.561
6145,880.518
6146,1014.88
6147,1075.5
6148,1318.23
6149,981.891
6150,999.808
6151,919.192
6152,1182.9
6153,1103.91
6154,1098.62
6155,1262.19
6156,820.763
6157,658.875
6158,780.04
6159,1340.2
6160,953.922
6161,1094.19
6162,793.807
6163,1331.01
6164,1293.13
6165,1025.88
6166,911.318
6167,941.185
6168,1283.96
6169,842.716
6170,1054.29
6171,728.597
6172,1020.34
6173,778.215
6174,1226.58
6175,1092.42
6176,919.227
6177,953.063
6178,1209.79
6179,1073.28
6180,608.034
6181,1104.3
6182,1161.72
6183,845.574
6184,633.956
6185,947.943
6186,1000.24
6187,957.566
6188,1027.48
6189,1154.88
6190,1135.42
6191,1203.63
6192,976.163
6193,1042.44
6194,921.557
6195,1099.63
6196,982.298
6197,1020.18
6198,832.265
6199,741.194
6200,1604.97
6201,1228.5
6202,1094.46
6203,1246.24
6204,1522.02
6205,794.917
6206,945.124
6207,1000.51
6208,978.498
6209,939.936
6210,1102.3
6211,769.975
6212,1205.22
6213,992.05
6214,1093.4
6215,1004.69
6216,594.958
6217,1310.52
6218,1285.61
6219,1096.4
6220,1115.07
6221,965.454
6222,1002.88
6223,1005.37
6224,1585.9
6225,956.337
6226,1260.12
6227,847.338
6228,1041.56
6229,949.839
6230,1089.34
6231,1275.31
6232,905.884
6233,1254.05
6234,719.291
6235,736.85
6236,897.338
6237,1159.06
6238,1148.99
6239,1418.17
6240,1063.86
6241,934.504
6242,1214.03
6243,1028.12
6244,1043.93
6245,964.366
6246,740.311
6247,765.668
6248,895.721
6249,798.87
6250,1006.75
6251,935.856
6252,1207.12
6253,1121.28
6254,909.661
6255,1031.46
6256,1057.28
6257,1325.46
6258,1061.97
6259,768.871
6260,1171.85
6261,1001.54
6262,969.919
6263,849.547
6264,1330.87
6265,1393.38
6266,1160.79
6267,1313.21
6268,1257.2
6269,967.421
6270,917.624
6271,1042.12
6272,1072.8
6273,819.8
6274,1359.57
6275,1142.39
6276,1155.08
6277,847.953
6278,886.632
6279,747.545
6280,981.27
6281,1249.48
6282,1126.22
6283,696.054
6284,1202
6285,1492.99
6286,1495.86
6287,1027.69
6288,894.511
6289,1039
6290,1068.78
6291,1050.64
6292,671.054
6293,1292.68
6294,1159.83
6295,1260.75
6296,960.262
6297,1342.7
6298,779.027
6299,1094.15
6300,988.286
6301,833.829
6302,861.852
6303,1040.95
6304,950.799
6305,1001.4
6306,1248.06
6307,1179.71
6308,645.858
6309,1137.47
6310,1068.57
6311,1001.56
6312,942.243
6313,974.687
6314,1127.36
6315,1023.58
6316,646.669
6317,975.675
6318,1490.95
6319,788.186
6320,1187.9
6321,852.131
6322,1109.78
6323,1023.43
6324,817.889
6325,781.773
6326,945.526
6327,1159.5
6328,1214.46
6329,738.977
6330,1094.56
6331,1467.46
6332,1317.41
6333,911.228
6334,915.931
6335,1035.17
6336,1175.77
6337,1021.24
6338,1021.09
6339,740.584
6340,1021.56
6341,948.149
6342,1087.44
6343,822.554
6344,1171.55
6345,1167.05
6346,1121.42
6347,1123.86
6348,1272.66
6349,962.92
6350,861.133
6351,977.307
6352,725.391
6353,1000.86
6354,1055.48
6355,1161.7
6356,854.194
6357,1112.64
6358,1329.42
6359,1294.1
6360,1090.61
6361,856.259
6362,1083.1
6363,1249.77
6364,1072.77
6365,1396.59
6366,882.655
6367,1434.25
6368,767.092
6369,1129.35
6370,938.051
6371,1378.85
6372,1126.22
6373,854.608
6374,1202.59
6375,784.052
6376,1114.01
6377,927.472
6378,1021.38
6379,1039.85
6380,1160.62
6381,790.991
6382,821.691
6383,1400.13
6384,755.421
6385,724.315
6386,821.429
6387,1254.81
6388,1272.82
6389,907.883
6390,1210.45
6391,633.149
6392,1005.99
6393,968.716
6394,844.569
6395,992.143
6396,1274.9
6397,746.559
6398,1330.11
6399,1316.41
6400,1338.49
6401,844.247
6402,1099.14
6403,921.394
6404,865.232
6405,977.085
6406,924.418
6407,760.875
6408,1322.01
6409,887.529
6410,1252.26
6411,1780.09
6412,755.489
6413,1264.12
6414,965.557
6415,619.669
6416,875.421
6417,1222.46
6418,1270.53
6419,944.38
6420,1140.52
6421,766.78
6422,1002.57
6423,837.031
6424,1109.3
6425,881.942
6426,960.633
6427,1167.98
6428,797.271
6429,1490.12
6430,1239.57
6431,1260.25
6432,1024.61
6433,722.097
6434,773.176
6435,1072.52
6436,846.65
6437,1272.07
6438,1195.36
6439,1096.5
6440,1367.54
6441,1299.97
6442,1020.8
6443,953.728
6444,1065.1
6445,1458.88
6446,852.921
6447,1568.98
6448,1079.11
6449,1053.24
6450,918.395
6451,1115.32
6452,931.695
6453,981.121
6454,768.626
6455,1214.2
6456,1171.14
6457,1087.39
6458,1162.28
6459,1129.01
6460,1015.9
6461,1081.11
6462,1132.4
6463,1106.55
6464,1247.28
6465,1205.97
6466,1443.92
6467,847.226
6468,884.189
6469,1047.53
6470,1102.66
6471,1161.04
6472,1054.72
6473,1091.24
6474,1012.07
6475,936.782
6476,1216.31
6477,1120.24
6478,1119.22
6479,1069.5
6480,1106.65
6481,1014.67
6482,850.465
6483,773.831
6484,1042.38
6485,834.164
6486,730.84
6487,1085.74
6488,1483.88
6489,767.734
6490,1063.8
6491,1024.17
6492,743.244
6493,1065.4
6494,847.817
6495,822.936
6496,1041.79
6497,741.446
6498,910.572
6499,1216.77
6500,980.089
6501,1119.73
6502,980.724
6503,840.348
6504,1012.16
6505,1126.74
6506,993.953
6507,1188.04
6508,1125.96
6509,636.277
6510,1305.99
6511,1158.65
6512,1119.51
6513,1054.17
6514,995.98
6515,1044.37
6516,781.498
6517,817.583
6518,1211.46
6519,863.268
6520,907.523
6521,1376.94
6522,1597.78
6523,987.988
6524,945.915
6525,1083.99
6526,980.979
6527,891.433
6528,1080.56
6529,851.552
6530,1501.98
6531,861.59
6532,669.381
6533,1077.3
6534,1059.29
6535,692.635
6536,1148.02
6537,1577.37
6538,997.787
6539,834.932
6540,793.234
6541,1090.91
6542,994.587
6543,996.341
6544,815.624
6545,932.99
6546,1317.69
6547,1041.16
6548,1352.32
6549,1293.67
6550,933.556
6551,1003.49
6552,956.107
6553,682.167
6554,920.653
6555,982.349
6556,1230.71
6557,1170.41
6558,1138.27
6559,1439.59
6560,970.083
6561,982.679
6562,757.552
6563,1058.44
6564,905.443
6565,923.255
6566,1070.68
6567,991.001
6568,932.467
6569,1085.91
6570,767.866
6571,1067.31
6572,1010.98
6573,1028.43
6574,1010.64
6575,763.137
6576,911.124
6577,780.915
6578,1246.26
6579,1061.03
6580,924.573
6581,1007.39
6582,871.994
6583,844.28
6584,961.76
6585,924.475
6586,1158.11
6587,988.109
6588,892.883
6589,1096.66
6590,761.572
6591,1221.55
6592,1461.35
6593,919.079
6594,676.861
6595,1174.64
6596,864.812
6597,1051.79
6598,878.983
6599,1023.84
6600,1148.86
6601,989.174
6602,1148.87
6603,1268.86
6604,1061.24
6605,1227.67
6606,863.84
6607,1009.8
6608,996.905
6609,931.832
6610,1053.16
6611,716.553
6612,1113.66
6613,1162.59
6614,1001.94
6615,1291.49
6616,945.969
6617,996.4
6618,949.032
6619,1416.91
6620,897.493
6621,720.181
6622,996.687
6623,1180.28
6624,1374.19
6625,1002.14
6626,1292.53
6627,1118.77
6628,1093.78
6629,1808.37
6630,995.749
6631,758.994
6632,1505.96
6633,1307.93
6634,968.228
6635,1115.07
6636,917.933
6637,982.546
6638,1122.79
6639,915.383
6640,1074.48
6641,873.05
6642,932.225
6643,1231.84
6644,1325.35
6645,969.171
6646,1087.81
6647,927.591
6648,1370.04
6649,1315.83
6650,1281.5
6651,852.249
6652,1326.34
6653,983.589
6654,923.378
6655,1095.46
6656,1168.21
6657,1003.3
6658,1281.77
6659,813.823
6660,938.546
6661,1075.83
6662,1083.15
6663,702.861
6664,1197.78
6665,934.144
6666,710.483
6667,983.079
6668,1126.96
6669,1178.41
6670,1148.82
6671,863.609
6672,1021.47
6673,1163.87
6674,747.424
6675,927.458
6676,1004.6
6677,557.297
6678,1151.99
6679,876.206
6680,798.593
6681,1135.78
6682,1612.6
6683,826.833
6684,1315.06
6685,1024.26
6686,952.288
6687,1493.14
6688,1272.5
6689,609.901
6690,1142.6
6691,1216.33
6692,976.051
6693,890.911
6694,1094
6695,708.169
6696,974.063
6697,1042.85
6698,916.59
6699,961.132
6700,1036.04
6701,1028.81
6702,960.121
6703,1031.33
6704,1176.01
6705,997.857
6706,1262.7
6707,1202.42
6708,894.306
6709,1110.34
6710,809.975
6711,1263.42
6712,1427.56
6713,876.647
6714,961.595
6715,843.608
6716,596.873
6717,1261.31
6718,866.588
6719,1197.15
6720,1111.23
6721,1139.09
6722,1028.47
6723,1443.39
6724,928.841
6725,992.477
6726,1202.5
6727,818.989
6728,843.608
6729,1032.5
6730,929.654
6731,991.552
6732,1038.95
6733,1151.5
6734,995.608
6735,1027.18
6736,987.71
6737,914.66
6738,812.751
6739,794.453
6740,1676
6741,1133.95
6742,823.446
6743,1461.5
6744,966.536
6745,1333.44
6746,1272.72
6747,754.284
6748,809.446
6749,953.301
6750,1143
6751,763.744
6752,834.3
6753,1010.08
6754,1199.88
6755,1044.64
6756,1012.68
6757,998.97
6758,891.998
6759,1189.13
6760,1480.72
6761,555.136
6762,773.08
6763,1064.74
6764,1542.95
6765,1248.58
6766,1106.05
6767,1655.14
6768,1256.33
6769,895.798
6770,1179.58
6771,992.049
6772,743.347
6773,1594.23
6774,1296.81
6775,1192.57
6776,1064.5
6777,1194.94
6778,889.321
6779,1027.57
6780,1214.64
6781,754.789
6782,1048.77
6783,1006.4
6784,708.472
6785,1081.37
6786,1004.75
6787,892.492
6788,1082.71
6789,982.713
6790,1150.91
6791,911.392
6792,985.455
6793,920.989
6794,1059.95
6795,1370.51
6796,914.812
6797,1015.54
6798,1390.88
6799,1100.39
6800,1382.97
6801,1072.3
6802,889.55
6803,865.6
6804,1239.05
6805,693.295
6806,947.795
6807,1369.47
6808,758.373
6809,828.768
6810,1076.89
6811,897.953
6812,1183.95
6813,1531.38
6814,982.99
6815,970.416
6816,1212.83
6817,687.339
6818,1093.42
6819,1666.97
6820,749.648
6821,1238.59
6822,1037.26
6823,1594.71
6824,1008.31
6825,1201.23
6826,1183.01
6827,1022.11
6828,1502.86
6829,1157.43
6830,1100.58
6831,1130.26
6832,929.185
6833,911.338
6834,814.227
6835,976.243
6836,820.558
6837,1508.99
6838,1103.73
6839,907.42
6840,824.856
6841,1087.2
6842,918.076
6843,1263.98
6844,1148.15
6845,792.777
6846,1188.17
6847,958.55
6848,1190.92
6849,1047.73
6850,1045.76
6851,1032.84
6852,1233.35
6853,751.028
6854,923.54
6855,1288.24
6856,1005.04
6857,1164.26
6858,1028.13
6859,1413.59
6860,1123.83
6861,907.126
6862,1232.03
6863,973.473
6864,766.38
6865,1452.97
6866,874.858
6867,783.651
6868,1171.79
6869,1401.51
6870,1073.28
6871,1179.04
6872,840.711
6873,951.981
6874,974.322
6875,1319.8
6876,1094.96
6877,1176.7
6878,923.875
6879,1069.19
6880,1299.58
6881,946.867
6882,970.958
6883,1018
6884,884.331
6885,1395.57
6886,874.964
6887,1520.02
6888,1324.59
6889,1352.8
6890,1396.41
6891,1108.57
6892,983.57
6893,882.71
6894,801.656
6895,1065.75
6896,1284.45
6897,869.582
6898,941.799
6899,947.731
6900,1057.42
6901,1173.15
6902,1716
6903,846.217
6904,1375.38
6905,1164.37
6906,1003.84
6907,865.914
6908,1107.6
6909,986.587
6910,939.103
6911,1195.24
6912,1348.89
6913,721.696
6914,792.992
6915,1470.14
6916,921.91
6917,1448.08
6918,969.299
6919,757.81
6920,952.29
6921,1124.16
6922,781.556
6923,1050.42
6924,1217.08
6925,724.799
6926,1013.97
6927,1002.01
6928,991.261
6929,1221.78
6930,1044.1
6931,1149.58
6932,1040.57
6933,939.185
6934,921.574
6935,1211.42
6936,1148.02
6937,814.009
6938,891.844
6939,1449.13
6940,1015.94
6941,938.58
6942,1515.41
6943,1052.79
6944,1189.97
6945,951.395
6946,1245.48
6947,973.695
6948,1146.06
6949,1106.51
6950,927.891
6951,1039.22
6952,1094.87
6953,825.254
6954,1037.16
6955,942.173
6956,1270.34
6957,870.454
6958,968.857
6959,918.468
6960,902.06
6961,937.249
6962,1059.91
6963,1251.54
6964,792.187
6965,1006.12
6966,1196.01
6967,974.291
6968,795.378
6969,896.707
6970,886.217
6971,945.297
6972,990.4
6973,1039.3
6974,1019.56
6975,1178.08
6976,1227.46
6977,1092.68
6978,587.465
6979,929.59
6980,942.262
6981,1048.74
6982,1108.27
6983,1305.88
6984,996.579
6985,1322.79
6986,1201.1
6987,950.565
6988,818.609
6989,1286.39
6990,641.074
6991,1384.58
6992,861.263
6993,1081.53
6994,1098.49
6995,1032.26
6996,1066.59
6997,935.952
6998,689.664
6999,1240.11
7000,872.436
7001,828.217
7002,1055.26
7003,896.809
7004,1141.95
7005,964.819
7006,625.166
7007,630.204
7008,1037.19
7009,948.298
7010,1096.79
7011,817.393
7012,1202.57
7013,835.713
7014,763.753
7015,942.875
7016,952.031
7017,701.039
7018,1040.44
7019,1133.84
7020,944.305
7021,1050.92
7022,1001.34
7023,776.181
7024,703.518
7025,856.592
7026,1349.14
7027,986.875
7028,1161.07
7029,878.411
7030,1514.77
7031,997.516
7032,954.313
7033,921.193
7034,744.055
7035,1269.35
7036,1106.9
7037,994.635
7038,1191.28
7039,1178.12
7040,1140.56
7041,1237.01
7042,1078.1
7043,1264.62
7044,1168.69
7045,1066.92
7046,1072.67
7047,1104.69
7048,928.92
7049,822.217
7050,1094.2
7051,1100.23
7052,1806.22
7053,1183.06
7054,1290.2
7055,1200.24
7056,1060.47
7057,910.745
7058,795.425
7059,1052.86
7060,1103.74
7061,969.201
7062,990.126
7063,1204.48
7064,982.674
7065,1510.71
7066,976.78
7067,735.804
7068,770.301
7069,1198.13
7070,1219.57
7071,923.567
7072,1198.15
7073,1080.22
7074,771.568
7075,989.538
7076,1246.56
7077,984.97
7078,914.632
7079,1104.76
7080,1085.26
7081,1221.95
7082,1532.04
7083,837.22
7084,782.987
7085,1062.59
7086,1175.85
7087,1151.35
7088,815.118
7089,931.149
7090,966.841
7091,1159.42
7092,949.624
7093,954.623
7094,2048.5
7095,841.433
7096,1011.24
7097,961.447
7098,805.698
7099,1442.82
7100,873.263
7101,858.284
7102,1416.05
7103,930.65
7104,1562.36
7105,808.949
7106,819.219
7107,983.093
7108,1100.22
7109,854.163
7110,1101.56
7111,1237.26
7112,957.857
7113,1109.16
7114,826.59
7115,1743.07
7116,898.961
7117,992.024
7118,1427.26
7119,761.811
7120,612.347
7121,830.592
7122,1329.9
7123,830.07
7124,955.48
7125,1471.3
7126,934.584
7127,1232.88
7128,1279.91
7129,1484.42
7130,998.785
7131,1014.16
7132,932.508
7133,1082.77
7134,1288.61
7135,1209.29
7136,994.284
7137,976.394
7138,1042.33
7139,802.275
7140,1040.91
7141,1196.82
7142,971.429
7143,1149.58
7144,927.428
7145,890.824
7146,920.571
7147,1047.55
7148,1482.06
7149,755.12
7150,1294.35
7151,1142.73
7152,995.346
7153,775.507
7154,1163.12
7155,1169.65
7156,1290.61
7157,1071.37
7158,855.113
7159,1157.59
7160,846.363
7161,1078.86
7162,1087.12
7163,1196.56
7164,905.705
7165,1064.51
7166,900.341
7167,824.74
7168,1179.32
7169,820.725
7170,777.969
7171,925.328
7172,727.124
7173,997.416
7174,1245.61
7175,806.497
7176,1133.18
7177,932.307
7178,920.841
7179,1169.94
7180,853.713
7181,902.491
7182,780.636
7183,968.705
7184,1209.99
7185,1055.43
7186,881.758
7187,1322.54
7188,951.314
7189,1450.18
7190,1131.61
7191,1196.73
7192,1455.14
7193,558.164
7194,843.305
7195,839.073
7196,912.983
7197,986.654
7198,823.425
7199,1549.26
7200,984.337
7201,806.641
7202,1014.47
7203,1152.63
7204,841.206
7205,966.788
7206,1107.88
7207,1042.62
7208,1121.35
7209,1105.32
7210,1077.77
7211,1000.61
7212,811.069
7213,1196.3
7214,961.257
7215,809.696
7216,1004.73
7217,1043.06
7218,1127.32
7219,1095.39
7220,1050
7221,1250.7
7222,1053.48
7223,1320.1
7224,1134.46
7225,894.616
7226,1252.75
7227,1572.57
7228,1133.41
7229,894.471
7230,795.035
7231,1092.12
7232,1048.24
7233,865.933
7234,1092.23
7235,1142.46
7236,1125.78
7237,888.116
7238,1059.49
7239,1108.45
7240,1122.99
7241,945.813
7242,1133.77
7243,829.365
7244,1040.46
7245,1154.96
7246,1518.93
7247,1203.28
7248,1225.67
7249,1082.07
7250,882.869
7251,1257.33
7252,851.339
7253,1087.86
7254,1187.56
7255,1238.99
7256,1160.56
7257,633.084
7258,1152.32
7259,796.271
7260,975.143
7261,1129.78
7262,1064.03
7263,748.611
7264,1362.05
7265,933.889
7266,928.361
7267,1266.95
7268,1202.25
7269,983.08
7270,1218.7
7271,1022.46
7272,1176.47
7273,944.032
7274,883.376
7275,1311.47
7276,931.9
7277,956.799
7278,1150.21
7279,626.022
7280,849.347
7281,1003.67
7282,1002.7
7283,883.466
7284,907.768
7285,1093.48
7286,774.051
7287,943.151
7288,952.78
7289,930.439
7290,1267.21
7291,1211.69
7292,1268.92
7293,957.805
7294,941.913
7295,997.08
7296,880.701
7297,933.576
7298,994.173
7299,927.731
7300,897.302
7301,1278.9
7302,697.019
7303,1096.19
7304,528.422
7305,994.894
7306,1198.35
7307,1044.2
7308,967.878
7309,1147.92
7310,1030.81
7311,1143.47
7312,1423.15
7313,864.549
7314,765.069
7315,904.066
7316,975.384
7317,1029.17
7318,845.314
7319,1093.26
7320,827.385
7321,875.611
7322,940.127
7323,706.176
7324,1323.29
7325,973.63
7326,908.747
7327,1023.77
7328,1029.63
7329,1096.08
7330,1088.67
7331,920.297
7332,1231.89
7333,926.121
7334,1428.87
7335,1014.3
7336,1271.46
7337,1143.78
7338,690.169
7339,991.284
7340,1015.64
7341,870.277
7342,1325.44
7343,907.162
7344,1185.22
7345,810.959
7346,1348.7
7347,1204.2
7348,1373.47
7349,1184.96
7350,1216.12
7351,1071.61
7352,921.035
7353,1179.02
7354,859.037
7355,1007.58
7356,1038.7
7357,1180.29
7358,1137.46
7359,1100.91
7360,1069.81
7361,1110.91
7362,1225.49
7363,1235.69
7364,1206.25
7365,1172.19
7366,1078.65
7367,916.811
7368,1094.42
7369,1066.09
7370,847.753
7371,1062.42
7372,1260.44
7373,1304.68
7374,1119.72
7375,1114.72
7376,1216.44
7377,1276.57
7378,922.787
7379,1279.3
7380,1572.67
7381,795.495
7382,821.634
7383,1113.75
7384,1046.84
7385,891.831
7386,1213.27
7387,1440.81
7388,1375.77
7389,1161.4
7390,755.043
7391,938.627
7392,1195.18
7393,886.832
7394,1105.76
7395,1059.79
7396,912.406
7397,1309.36
7398,743.335
7399,1202.35
7400,967.814
7401,1002.42
7402,967.151
7403,898.55
7404,872.689
7405,1018.47
7406,887.909
7407,993.79
7408,1237.18
7409,1301.22
7410,1657.66
7411,969.669
7412,820.192
7413,897.833
7414,1011.29
7415,953.001
7416,737.308
7417,896.029
7418,813.075
7419,1081.67
7420,712.877
7421,793.81
7422,848.048
7423,1214.01
7424,980.632
7425,652.561
7426,972.559
7427,983.543
7428,945.438
7429,1276.22
7430,920.692
7431,1470.77
7432,934.57
7433,1735.73
7434,759.735
7435,818.438
7436,911.185
7437,1118.64
7438,1788.53
7439,1137.75
7440,827.851
7441,1302.62
7442,1066.07
7443,1247.89
7444,1001.97
7445,1006.96
7446,1466.2
7447,1246.68
7448,692.124
7449,997.44
7450,1011.42
7451,1008.58
7452,1131.93
7453,847.002
7454,781.867
7455,1133.19
7456,751.375
7457,1038.57
7458,1245.91
7459,1187.57
7460,1975.9
7461,959.364
7462,731.824
7463,743.675
7464,1023.69
7465,1006.68
7466,1556.87
7467,1266.98
7468,1085.45
7469,743.951
7470,1277.67
7471,870.052
7472,914.984
7473,954.096
7474,968.165
7475,1091.86
7476,1404.03
7477,760.75
7478,1205.73
7479,890.187
7480,1489.05
7481,1102.04
7482,980.822
7483,1070.29
7484,864.883
7485,1310.21
7486,1276.83
7487,921.99
7488,1488.04
7489,787.535
7490,950.724
7491,927.82
7492,1006.06
7493,1402.69
7494,1507
7495,926.764
7496,1100.83
7497,1191.82
7498,1102.81
7499,895.013
7500,991.76
7501,688.775
7502,952.002
7503,1289.68
7504,1020.49
7505,1223.2
7506,939.297
7507,972.929
7508,1088.13
7509,841.615
7510,1282.12
7511,882.496
7512,809.332
7513,964.922
7514,1276.75
7515,858.58
7516,1037.04
7517,869.187
7518,1566.99
7519,1049.58
7520,1150.52
7521,1042.3
7522,928.873
7523,791.185
7524,791.747
7525,1215.67
7526,994.101
7527,1212.82
7528,1185.85
7529,1121.65
7530,774.013
7531,1093.48
7532,1329.3
7533,961.009
7534,1019.84
7535,1263.59
7536,921.129
7537,1092.61
7538,1192.95
7539,1008.15
7540,1104.51
7541,923.981
7542,896.399
7543,833.51
7544,1100.74
7545,805.22
7546,964.023
